Date,Open,High,Low,Close,Adj Close,Volume
1988-12-01,10.000000,10.000000,10.000000,10.000000,3.348070,0
1989-01-01,10.010000,10.480000,9.900000,10.410000,3.485340,0
1989-02-01,10.390000,10.680000,10.390000,10.460000,3.502082,0
1989-03-01,10.380000,10.480000,10.300000,10.410000,3.485340,0
1989-04-01,10.460000,10.830000,10.460000,10.810000,3.619264,0
1989-05-01,10.730000,10.960000,10.450000,10.570000,3.538911,0
1989-06-01,10.620000,10.720000,10.110000,10.670000,3.572390,0
1989-07-01,10.820000,11.640000,10.820000,11.640000,3.897153,0
1989-08-01,11.680000,12.220000,11.530000,12.220000,4.091342,0
1989-09-01,12.200000,13.330000,12.200000,13.330000,4.462977,0
1989-10-01,13.290000,13.500000,12.570000,12.810000,4.288878,0
1989-11-01,12.850000,13.240000,12.700000,13.240000,4.432844,0
1989-12-01,13.280000,13.940000,13.280000,13.940000,4.667209,0
1990-01-01,13.940000,14.420000,13.880000,14.080000,4.784024,0
1990-02-01,14.100000,14.580000,13.570000,13.700000,4.795258,0
1990-03-01,13.900000,14.080000,13.460000,13.700000,4.795258,0
1990-04-01,13.610000,13.610000,13.140000,13.210000,4.623747,0
1990-05-01,13.170000,14.680000,13.170000,14.680000,5.138277,0
1990-06-01,14.680000,15.190000,14.680000,15.190000,5.316786,0
1990-07-01,15.290000,16.150000,15.290000,16.120001,5.642305,0
1990-08-01,16.330000,16.350000,12.990000,13.950000,4.882764,0
1990-09-01,14.060000,14.060000,12.060000,12.060000,4.221228,0
1990-10-01,11.930000,13.400000,11.870000,13.210000,4.623747,0
1990-11-01,13.110000,13.130000,12.330000,12.330000,4.315734,0
1990-12-01,12.230000,12.620000,11.610000,11.780000,4.123222,0
1991-01-01,11.750000,11.750000,10.850000,11.520000,4.125835,0
1991-02-01,11.630000,12.920000,11.630000,12.870000,4.609331,0
1991-03-01,12.950000,13.310000,12.910000,12.990000,4.652309,0
1991-04-01,13.020000,13.740000,13.020000,13.440000,4.813474,0
1991-05-01,13.530000,13.670000,13.350000,13.510000,4.838544,0
1991-06-01,13.500000,13.500000,13.100000,13.100000,4.691705,0
1991-07-01,13.030000,13.190000,12.730000,13.140000,4.706030,0
1991-08-01,13.180000,13.330000,12.080000,12.740000,4.562773,0
1991-09-01,12.790000,13.240000,12.790000,13.240000,4.741844,0
1991-10-01,13.310000,13.320000,13.080000,13.250000,4.745427,0
1991-11-01,13.290000,13.480000,12.970000,12.970000,4.645146,0
1991-12-01,12.810000,12.880000,12.430000,12.880000,4.612912,0
1992-01-01,12.990000,13.260000,12.890000,13.070000,4.729332,0
1992-02-01,13.190000,13.500000,13.160000,13.370000,4.837887,0
1992-03-01,13.380000,13.380000,13.010000,13.090000,4.736570,0
1992-04-01,13.060000,13.200000,12.690000,13.200000,4.776371,0
1992-05-01,13.370000,13.980000,13.370000,13.950000,5.047758,0
1992-06-01,13.930000,13.940000,13.400000,13.430000,4.859598,0
1992-07-01,13.470000,13.500000,12.610000,12.640000,4.573738,0
1992-08-01,12.670000,12.670000,11.950000,12.420000,4.494131,0
1992-09-01,12.440000,12.470000,12.000000,12.180000,4.407289,0
1992-10-01,12.080000,12.120000,11.810000,11.930000,4.316828,0
1992-11-01,11.880000,11.970000,11.580000,11.740000,4.248075,0
1992-12-01,11.690000,11.740000,11.530000,11.680000,4.226365,0
1993-01-01,11.620000,12.130000,11.620000,12.010000,4.394520,0
1993-02-01,11.940000,12.450000,11.910000,12.370000,4.526245,0
1993-03-01,12.430000,12.940000,12.430000,12.940000,4.734811,0
